pokeapi_id,slug,name_en,name_ru,source_name_en
593,jellicent,Jellicent,Джеллисент,Jellicent
594,alomomola,Alomomola,Аломомола,Alomomola
595,joltik,Joltik,Джолтик,Joltik
596,galvantula,Galvantula,Галвантула,Galvantula
597,ferroseed,Ferroseed,Ферросид,Ferroseed
598,ferrothorn,Ferrothorn,Ферроторн,Ferrothorn
599,klink,Klink,Клинк,Klink
600,klang,Klang,Кланг,Klang
601,klinklang,Klinklang,Клинкланг,Klinklang
602,tynamo,Tynamo,Тинамо,Tynamo
603,eelektrik,Eelektrik,Электрик,Eelektrik
604,eelektross,Eelektross,Электросс,Eelektross
605,elgyem,Elgyem,Элгием,Elgyem
606,beheeyem,Beheeyem,Бехийем,Beheeyem
607,litwick,Litwick,Литвик,Litwick
608,lampent,Lampent,Лампент,Lampent
609,chandelure,Chandelure,Шанделюр,Chandelure
610,axew,Axew,Эксью,Axew
611,fraxure,Fraxure,Фрэкшур,Fraxure
612,haxorus,Haxorus,Хаксорус,Haxorus
613,cubchoo,Cubchoo,Кабчу,Cubchoo
614,beartic,Beartic,Бертик,Beartic
615,cryogonal,Cryogonal,Криогонал,Cryogonal
616,shelmet,Shelmet,Шелмет,Shelmet
617,accelgor,Accelgor,Акселгор,Accelgor
618,stunfisk,Stunfisk,Станфиск,Stunfisk
619,mienfoo,Mienfoo,Минфу,Mienfoo
620,mienshao,Mienshao,Миншао,Mienshao
621,druddigon,Druddigon,Драддигон,Druddigon
622,golett,Golett,Голетт,Golett
623,golurk,Golurk,Голарк,Golurk
624,pawniard,Pawniard,Поуниард,Pawniard
625,bisharp,Bisharp,Бишарп,Bisharp
626,bouffalant,Bouffalant,Буффалант,Bouffalant
627,rufflet,Rufflet,Раффлет,Rufflet
628,braviary,Braviary,Бревиари,Braviary
629,vullaby,Vullaby,Виллаби,Vullaby
630,mandibuzz,Mandibuzz,Мандибазз,Mandibuzz
631,heatmor,Heatmor,Хитмор,Heatmor
632,durant,Durant,Дюрант,Durant
633,deino,Deino,Дейно,Deino
634,zweilous,Zweilous,Цвайлос,Zweilous
635,hydreigon,Hydreigon,Хайдрайгон,Hydreigon
636,larvesta,Larvesta,Ларвеста,Larvesta
637,volcarona,Volcarona,Волкарона,Volcarona
638,cobalion,Cobalion,Кобалион,Cobalion
639,terrakion,Terrakion,Терракион,Terrakion
640,virizion,Virizion,Вирижион,Virizion
641,tornadus,Tornadus,Торнадус,Tornadus
642,thundurus,Thundurus,Тандурус,Thundurus
643,reshiram,Reshiram,Реширам,Reshiram
644,zekrom,Zekrom,Зекром,Zekrom
645,landorus,Landorus,Ландорус,Landorus
646,kyurem,Kyurem,Курем,Kyurem
647,keldeo,Keldeo,Кельдио,Keldeo
700,sylveon,Sylveon,Сильвеон,Sylveon
862,obstagoon,Obstagoon,Обстагун,Obstagoon
863,perrserker,Perrserker,Перрсеркер,Perrserker
864,cursola,Cursola,Курсола,Cursola
865,sirfetchd,Sirfetchd,Сирфетчд,Sirfetch'd
866,mr-rime,Mr Rime,Мистер Райм,Mr. Rime
867,runerigus,Runerigus,Рунеригус,Runerigus
899,wyrdeer,Wyrdeer,Вирдир,Wyrdeer
900,kleavor,Kleavor,Кливор,Kleavor
901,ursaluna,Ursaluna,Урсалуна,Ursaluna
902,basculegion,Basculegion,Баскулиджен,Basculegion
903,sneasler,Sneasler,Снизлер,Sneasler
904,overqwil,Overqwil,Оверквил,Overqwil
979,annihilape,Annihilape,Аннаялейп,Annihilape
980,clodsire,Clodsire,Клодсайр,Clodsire
981,farigiraf,Farigiraf,Фарижираф,Farigiraf
982,dudunsparce,Dudunsparce,Даданспарс,Dudunsparce
983,kingambit,Kingambit,Кингамбит,Kingambit
