pokeapi_id,pokedex_number,slug,name_en,source_url
365,365,walrein,Walrein,https://pokeapi.co/api/v2/pokemon-species/365/
366,366,clamperl,Clamperl,https://pokeapi.co/api/v2/pokemon-species/366/
367,367,huntail,Huntail,https://pokeapi.co/api/v2/pokemon-species/367/
368,368,gorebyss,Gorebyss,https://pokeapi.co/api/v2/pokemon-species/368/
369,369,relicanth,Relicanth,https://pokeapi.co/api/v2/pokemon-species/369/
370,370,luvdisc,Luvdisc,https://pokeapi.co/api/v2/pokemon-species/370/
371,371,bagon,Bagon,https://pokeapi.co/api/v2/pokemon-species/371/
372,372,shelgon,Shelgon,https://pokeapi.co/api/v2/pokemon-species/372/
373,373,salamence,Salamence,https://pokeapi.co/api/v2/pokemon-species/373/
374,374,beldum,Beldum,https://pokeapi.co/api/v2/pokemon-species/374/
375,375,metang,Metang,https://pokeapi.co/api/v2/pokemon-species/375/
376,376,metagross,Metagross,https://pokeapi.co/api/v2/pokemon-species/376/
377,377,regirock,Regirock,https://pokeapi.co/api/v2/pokemon-species/377/
378,378,regice,Regice,https://pokeapi.co/api/v2/pokemon-species/378/
379,379,registeel,Registeel,https://pokeapi.co/api/v2/pokemon-species/379/
380,380,latias,Latias,https://pokeapi.co/api/v2/pokemon-species/380/
381,381,latios,Latios,https://pokeapi.co/api/v2/pokemon-species/381/
382,382,kyogre,Kyogre,https://pokeapi.co/api/v2/pokemon-species/382/
383,383,groudon,Groudon,https://pokeapi.co/api/v2/pokemon-species/383/
384,384,rayquaza,Rayquaza,https://pokeapi.co/api/v2/pokemon-species/384/
385,385,jirachi,Jirachi,https://pokeapi.co/api/v2/pokemon-species/385/
386,386,deoxys,Deoxys,https://pokeapi.co/api/v2/pokemon-species/386/
387,387,turtwig,Turtwig,https://pokeapi.co/api/v2/pokemon-species/387/
388,388,grotle,Grotle,https://pokeapi.co/api/v2/pokemon-species/388/
389,389,torterra,Torterra,https://pokeapi.co/api/v2/pokemon-species/389/
390,390,chimchar,Chimchar,https://pokeapi.co/api/v2/pokemon-species/390/
391,391,monferno,Monferno,https://pokeapi.co/api/v2/pokemon-species/391/
392,392,infernape,Infernape,https://pokeapi.co/api/v2/pokemon-species/392/
393,393,piplup,Piplup,https://pokeapi.co/api/v2/pokemon-species/393/
394,394,prinplup,Prinplup,https://pokeapi.co/api/v2/pokemon-species/394/
395,395,empoleon,Empoleon,https://pokeapi.co/api/v2/pokemon-species/395/
396,396,starly,Starly,https://pokeapi.co/api/v2/pokemon-species/396/
397,397,staravia,Staravia,https://pokeapi.co/api/v2/pokemon-species/397/
398,398,staraptor,Staraptor,https://pokeapi.co/api/v2/pokemon-species/398/
399,399,bidoof,Bidoof,https://pokeapi.co/api/v2/pokemon-species/399/
400,400,bibarel,Bibarel,https://pokeapi.co/api/v2/pokemon-species/400/
401,401,kricketot,Kricketot,https://pokeapi.co/api/v2/pokemon-species/401/
402,402,kricketune,Kricketune,https://pokeapi.co/api/v2/pokemon-species/402/
403,403,shinx,Shinx,https://pokeapi.co/api/v2/pokemon-species/403/
404,404,luxio,Luxio,https://pokeapi.co/api/v2/pokemon-species/404/
405,405,luxray,Luxray,https://pokeapi.co/api/v2/pokemon-species/405/
406,406,budew,Budew,https://pokeapi.co/api/v2/pokemon-species/406/
407,407,roserade,Roserade,https://pokeapi.co/api/v2/pokemon-species/407/
408,408,cranidos,Cranidos,https://pokeapi.co/api/v2/pokemon-species/408/
409,409,rampardos,Rampardos,https://pokeapi.co/api/v2/pokemon-species/409/
410,410,shieldon,Shieldon,https://pokeapi.co/api/v2/pokemon-species/410/
411,411,bastiodon,Bastiodon,https://pokeapi.co/api/v2/pokemon-species/411/
412,412,burmy,Burmy,https://pokeapi.co/api/v2/pokemon-species/412/
413,413,wormadam,Wormadam,https://pokeapi.co/api/v2/pokemon-species/413/
414,414,mothim,Mothim,https://pokeapi.co/api/v2/pokemon-species/414/
415,415,combee,Combee,https://pokeapi.co/api/v2/pokemon-species/415/
416,416,vespiquen,Vespiquen,https://pokeapi.co/api/v2/pokemon-species/416/
417,417,pachirisu,Pachirisu,https://pokeapi.co/api/v2/pokemon-species/417/
418,418,buizel,Buizel,https://pokeapi.co/api/v2/pokemon-species/418/
419,419,floatzel,Floatzel,https://pokeapi.co/api/v2/pokemon-species/419/
420,420,cherubi,Cherubi,https://pokeapi.co/api/v2/pokemon-species/420/
421,421,cherrim,Cherrim,https://pokeapi.co/api/v2/pokemon-species/421/
422,422,shellos,Shellos,https://pokeapi.co/api/v2/pokemon-species/422/
423,423,gastrodon,Gastrodon,https://pokeapi.co/api/v2/pokemon-species/423/
424,424,ambipom,Ambipom,https://pokeapi.co/api/v2/pokemon-species/424/
425,425,drifloon,Drifloon,https://pokeapi.co/api/v2/pokemon-species/425/
426,426,drifblim,Drifblim,https://pokeapi.co/api/v2/pokemon-species/426/
427,427,buneary,Buneary,https://pokeapi.co/api/v2/pokemon-species/427/
428,428,lopunny,Lopunny,https://pokeapi.co/api/v2/pokemon-species/428/
429,429,mismagius,Mismagius,https://pokeapi.co/api/v2/pokemon-species/429/
430,430,honchkrow,Honchkrow,https://pokeapi.co/api/v2/pokemon-species/430/
431,431,glameow,Glameow,https://pokeapi.co/api/v2/pokemon-species/431/
432,432,purugly,Purugly,https://pokeapi.co/api/v2/pokemon-species/432/
433,433,chingling,Chingling,https://pokeapi.co/api/v2/pokemon-species/433/
434,434,stunky,Stunky,https://pokeapi.co/api/v2/pokemon-species/434/
435,435,skuntank,Skuntank,https://pokeapi.co/api/v2/pokemon-species/435/
436,436,bronzor,Bronzor,https://pokeapi.co/api/v2/pokemon-species/436/
437,437,bronzong,Bronzong,https://pokeapi.co/api/v2/pokemon-species/437/
438,438,bonsly,Bonsly,https://pokeapi.co/api/v2/pokemon-species/438/
439,439,mime-jr,Mime Jr,https://pokeapi.co/api/v2/pokemon-species/439/
440,440,happiny,Happiny,https://pokeapi.co/api/v2/pokemon-species/440/
441,441,chatot,Chatot,https://pokeapi.co/api/v2/pokemon-species/441/
442,442,spiritomb,Spiritomb,https://pokeapi.co/api/v2/pokemon-species/442/
443,443,gible,Gible,https://pokeapi.co/api/v2/pokemon-species/443/
444,444,gabite,Gabite,https://pokeapi.co/api/v2/pokemon-species/444/
445,445,garchomp,Garchomp,https://pokeapi.co/api/v2/pokemon-species/445/
446,446,munchlax,Munchlax,https://pokeapi.co/api/v2/pokemon-species/446/
447,447,riolu,Riolu,https://pokeapi.co/api/v2/pokemon-species/447/
448,448,lucario,Lucario,https://pokeapi.co/api/v2/pokemon-species/448/
449,449,hippopotas,Hippopotas,https://pokeapi.co/api/v2/pokemon-species/449/
450,450,hippowdon,Hippowdon,https://pokeapi.co/api/v2/pokemon-species/450/
451,451,skorupi,Skorupi,https://pokeapi.co/api/v2/pokemon-species/451/
452,452,drapion,Drapion,https://pokeapi.co/api/v2/pokemon-species/452/
453,453,croagunk,Croagunk,https://pokeapi.co/api/v2/pokemon-species/453/
454,454,toxicroak,Toxicroak,https://pokeapi.co/api/v2/pokemon-species/454/
455,455,carnivine,Carnivine,https://pokeapi.co/api/v2/pokemon-species/455/
456,456,finneon,Finneon,https://pokeapi.co/api/v2/pokemon-species/456/
457,457,lumineon,Lumineon,https://pokeapi.co/api/v2/pokemon-species/457/
458,458,mantyke,Mantyke,https://pokeapi.co/api/v2/pokemon-species/458/
459,459,snover,Snover,https://pokeapi.co/api/v2/pokemon-species/459/
460,460,abomasnow,Abomasnow,https://pokeapi.co/api/v2/pokemon-species/460/
461,461,weavile,Weavile,https://pokeapi.co/api/v2/pokemon-species/461/
462,462,magnezone,Magnezone,https://pokeapi.co/api/v2/pokemon-species/462/
463,463,lickilicky,Lickilicky,https://pokeapi.co/api/v2/pokemon-species/463/
464,464,rhyperior,Rhyperior,https://pokeapi.co/api/v2/pokemon-species/464/
465,465,tangrowth,Tangrowth,https://pokeapi.co/api/v2/pokemon-species/465/
466,466,electivire,Electivire,https://pokeapi.co/api/v2/pokemon-species/466/
467,467,magmortar,Magmortar,https://pokeapi.co/api/v2/pokemon-species/467/
468,468,togekiss,Togekiss,https://pokeapi.co/api/v2/pokemon-species/468/
469,469,yanmega,Yanmega,https://pokeapi.co/api/v2/pokemon-species/469/
470,470,leafeon,Leafeon,https://pokeapi.co/api/v2/pokemon-species/470/
471,471,glaceon,Glaceon,https://pokeapi.co/api/v2/pokemon-species/471/
472,472,gliscor,Gliscor,https://pokeapi.co/api/v2/pokemon-species/472/
473,473,mamoswine,Mamoswine,https://pokeapi.co/api/v2/pokemon-species/473/
474,474,porygon-z,Porygon Z,https://pokeapi.co/api/v2/pokemon-species/474/
475,475,gallade,Gallade,https://pokeapi.co/api/v2/pokemon-species/475/
476,476,probopass,Probopass,https://pokeapi.co/api/v2/pokemon-species/476/
477,477,dusknoir,Dusknoir,https://pokeapi.co/api/v2/pokemon-species/477/
478,478,froslass,Froslass,https://pokeapi.co/api/v2/pokemon-species/478/
479,479,rotom,Rotom,https://pokeapi.co/api/v2/pokemon-species/479/
480,480,uxie,Uxie,https://pokeapi.co/api/v2/pokemon-species/480/
481,481,mesprit,Mesprit,https://pokeapi.co/api/v2/pokemon-species/481/
482,482,azelf,Azelf,https://pokeapi.co/api/v2/pokemon-species/482/
483,483,dialga,Dialga,https://pokeapi.co/api/v2/pokemon-species/483/
484,484,palkia,Palkia,https://pokeapi.co/api/v2/pokemon-species/484/
485,485,heatran,Heatran,https://pokeapi.co/api/v2/pokemon-species/485/
486,486,regigigas,Regigigas,https://pokeapi.co/api/v2/pokemon-species/486/
487,487,giratina,Giratina,https://pokeapi.co/api/v2/pokemon-species/487/
488,488,cresselia,Cresselia,https://pokeapi.co/api/v2/pokemon-species/488/
489,489,phione,Phione,https://pokeapi.co/api/v2/pokemon-species/489/
490,490,manaphy,Manaphy,https://pokeapi.co/api/v2/pokemon-species/490/
491,491,darkrai,Darkrai,https://pokeapi.co/api/v2/pokemon-species/491/
492,492,shaymin,Shaymin,https://pokeapi.co/api/v2/pokemon-species/492/
493,493,arceus,Arceus,https://pokeapi.co/api/v2/pokemon-species/493/
494,494,victini,Victini,https://pokeapi.co/api/v2/pokemon-species/494/
495,495,snivy,Snivy,https://pokeapi.co/api/v2/pokemon-species/495/
496,496,servine,Servine,https://pokeapi.co/api/v2/pokemon-species/496/
497,497,serperior,Serperior,https://pokeapi.co/api/v2/pokemon-species/497/
498,498,tepig,Tepig,https://pokeapi.co/api/v2/pokemon-species/498/
499,499,pignite,Pignite,https://pokeapi.co/api/v2/pokemon-species/499/
500,500,emboar,Emboar,https://pokeapi.co/api/v2/pokemon-species/500/
501,501,oshawott,Oshawott,https://pokeapi.co/api/v2/pokemon-species/501/
502,502,dewott,Dewott,https://pokeapi.co/api/v2/pokemon-species/502/
503,503,samurott,Samurott,https://pokeapi.co/api/v2/pokemon-species/503/
504,504,patrat,Patrat,https://pokeapi.co/api/v2/pokemon-species/504/
505,505,watchog,Watchog,https://pokeapi.co/api/v2/pokemon-species/505/
506,506,lillipup,Lillipup,https://pokeapi.co/api/v2/pokemon-species/506/
507,507,herdier,Herdier,https://pokeapi.co/api/v2/pokemon-species/507/
508,508,stoutland,Stoutland,https://pokeapi.co/api/v2/pokemon-species/508/
509,509,purrloin,Purrloin,https://pokeapi.co/api/v2/pokemon-species/509/
510,510,liepard,Liepard,https://pokeapi.co/api/v2/pokemon-species/510/
511,511,pansage,Pansage,https://pokeapi.co/api/v2/pokemon-species/511/
512,512,simisage,Simisage,https://pokeapi.co/api/v2/pokemon-species/512/
513,513,pansear,Pansear,https://pokeapi.co/api/v2/pokemon-species/513/
514,514,simisear,Simisear,https://pokeapi.co/api/v2/pokemon-species/514/
515,515,panpour,Panpour,https://pokeapi.co/api/v2/pokemon-species/515/
516,516,simipour,Simipour,https://pokeapi.co/api/v2/pokemon-species/516/
517,517,munna,Munna,https://pokeapi.co/api/v2/pokemon-species/517/
518,518,musharna,Musharna,https://pokeapi.co/api/v2/pokemon-species/518/
519,519,pidove,Pidove,https://pokeapi.co/api/v2/pokemon-species/519/
520,520,tranquill,Tranquill,https://pokeapi.co/api/v2/pokemon-species/520/
521,521,unfezant,Unfezant,https://pokeapi.co/api/v2/pokemon-species/521/
522,522,blitzle,Blitzle,https://pokeapi.co/api/v2/pokemon-species/522/
523,523,zebstrika,Zebstrika,https://pokeapi.co/api/v2/pokemon-species/523/
524,524,roggenrola,Roggenrola,https://pokeapi.co/api/v2/pokemon-species/524/
525,525,boldore,Boldore,https://pokeapi.co/api/v2/pokemon-species/525/
526,526,gigalith,Gigalith,https://pokeapi.co/api/v2/pokemon-species/526/
527,527,woobat,Woobat,https://pokeapi.co/api/v2/pokemon-species/527/
528,528,swoobat,Swoobat,https://pokeapi.co/api/v2/pokemon-species/528/
529,529,drilbur,Drilbur,https://pokeapi.co/api/v2/pokemon-species/529/
530,530,excadrill,Excadrill,https://pokeapi.co/api/v2/pokemon-species/530/
531,531,audino,Audino,https://pokeapi.co/api/v2/pokemon-species/531/
532,532,timburr,Timburr,https://pokeapi.co/api/v2/pokemon-species/532/
533,533,gurdurr,Gurdurr,https://pokeapi.co/api/v2/pokemon-species/533/
534,534,conkeldurr,Conkeldurr,https://pokeapi.co/api/v2/pokemon-species/534/
535,535,tympole,Tympole,https://pokeapi.co/api/v2/pokemon-species/535/
536,536,palpitoad,Palpitoad,https://pokeapi.co/api/v2/pokemon-species/536/
537,537,seismitoad,Seismitoad,https://pokeapi.co/api/v2/pokemon-species/537/
538,538,throh,Throh,https://pokeapi.co/api/v2/pokemon-species/538/
539,539,sawk,Sawk,https://pokeapi.co/api/v2/pokemon-species/539/
540,540,sewaddle,Sewaddle,https://pokeapi.co/api/v2/pokemon-species/540/
541,541,swadloon,Swadloon,https://pokeapi.co/api/v2/pokemon-species/541/
542,542,leavanny,Leavanny,https://pokeapi.co/api/v2/pokemon-species/542/
543,543,venipede,Venipede,https://pokeapi.co/api/v2/pokemon-species/543/
544,544,whirlipede,Whirlipede,https://pokeapi.co/api/v2/pokemon-species/544/
545,545,scolipede,Scolipede,https://pokeapi.co/api/v2/pokemon-species/545/
546,546,cottonee,Cottonee,https://pokeapi.co/api/v2/pokemon-species/546/
547,547,whimsicott,Whimsicott,https://pokeapi.co/api/v2/pokemon-species/547/
548,548,petilil,Petilil,https://pokeapi.co/api/v2/pokemon-species/548/
549,549,lilligant,Lilligant,https://pokeapi.co/api/v2/pokemon-species/549/
550,550,basculin,Basculin,https://pokeapi.co/api/v2/pokemon-species/550/
551,551,sandile,Sandile,https://pokeapi.co/api/v2/pokemon-species/551/
552,552,krokorok,Krokorok,https://pokeapi.co/api/v2/pokemon-species/552/
553,553,krookodile,Krookodile,https://pokeapi.co/api/v2/pokemon-species/553/
554,554,darumaka,Darumaka,https://pokeapi.co/api/v2/pokemon-species/554/
555,555,darmanitan,Darmanitan,https://pokeapi.co/api/v2/pokemon-species/555/
556,556,maractus,Maractus,https://pokeapi.co/api/v2/pokemon-species/556/
557,557,dwebble,Dwebble,https://pokeapi.co/api/v2/pokemon-species/557/
558,558,crustle,Crustle,https://pokeapi.co/api/v2/pokemon-species/558/
559,559,scraggy,Scraggy,https://pokeapi.co/api/v2/pokemon-species/559/
560,560,scrafty,Scrafty,https://pokeapi.co/api/v2/pokemon-species/560/
561,561,sigilyph,Sigilyph,https://pokeapi.co/api/v2/pokemon-species/561/
562,562,yamask,Yamask,https://pokeapi.co/api/v2/pokemon-species/562/
563,563,cofagrigus,Cofagrigus,https://pokeapi.co/api/v2/pokemon-species/563/
564,564,tirtouga,Tirtouga,https://pokeapi.co/api/v2/pokemon-species/564/
565,565,carracosta,Carracosta,https://pokeapi.co/api/v2/pokemon-species/565/
566,566,archen,Archen,https://pokeapi.co/api/v2/pokemon-species/566/
567,567,archeops,Archeops,https://pokeapi.co/api/v2/pokemon-species/567/
568,568,trubbish,Trubbish,https://pokeapi.co/api/v2/pokemon-species/568/
569,569,garbodor,Garbodor,https://pokeapi.co/api/v2/pokemon-species/569/
570,570,zorua,Zorua,https://pokeapi.co/api/v2/pokemon-species/570/
571,571,zoroark,Zoroark,https://pokeapi.co/api/v2/pokemon-species/571/
572,572,minccino,Minccino,https://pokeapi.co/api/v2/pokemon-species/572/
573,573,cinccino,Cinccino,https://pokeapi.co/api/v2/pokemon-species/573/
574,574,gothita,Gothita,https://pokeapi.co/api/v2/pokemon-species/574/
575,575,gothorita,Gothorita,https://pokeapi.co/api/v2/pokemon-species/575/
576,576,gothitelle,Gothitelle,https://pokeapi.co/api/v2/pokemon-species/576/
577,577,solosis,Solosis,https://pokeapi.co/api/v2/pokemon-species/577/
578,578,duosion,Duosion,https://pokeapi.co/api/v2/pokemon-species/578/
579,579,reuniclus,Reuniclus,https://pokeapi.co/api/v2/pokemon-species/579/
580,580,ducklett,Ducklett,https://pokeapi.co/api/v2/pokemon-species/580/
581,581,swanna,Swanna,https://pokeapi.co/api/v2/pokemon-species/581/
582,582,vanillite,Vanillite,https://pokeapi.co/api/v2/pokemon-species/582/
583,583,vanillish,Vanillish,https://pokeapi.co/api/v2/pokemon-species/583/
584,584,vanilluxe,Vanilluxe,https://pokeapi.co/api/v2/pokemon-species/584/
585,585,deerling,Deerling,https://pokeapi.co/api/v2/pokemon-species/585/
586,586,sawsbuck,Sawsbuck,https://pokeapi.co/api/v2/pokemon-species/586/
587,587,emolga,Emolga,https://pokeapi.co/api/v2/pokemon-species/587/
588,588,karrablast,Karrablast,https://pokeapi.co/api/v2/pokemon-species/588/
589,589,escavalier,Escavalier,https://pokeapi.co/api/v2/pokemon-species/589/
590,590,foongus,Foongus,https://pokeapi.co/api/v2/pokemon-species/590/
591,591,amoonguss,Amoonguss,https://pokeapi.co/api/v2/pokemon-species/591/
592,592,frillish,Frillish,https://pokeapi.co/api/v2/pokemon-species/592/
593,593,jellicent,Jellicent,https://pokeapi.co/api/v2/pokemon-species/593/
594,594,alomomola,Alomomola,https://pokeapi.co/api/v2/pokemon-species/594/
595,595,joltik,Joltik,https://pokeapi.co/api/v2/pokemon-species/595/
596,596,galvantula,Galvantula,https://pokeapi.co/api/v2/pokemon-species/596/
597,597,ferroseed,Ferroseed,https://pokeapi.co/api/v2/pokemon-species/597/
598,598,ferrothorn,Ferrothorn,https://pokeapi.co/api/v2/pokemon-species/598/
599,599,klink,Klink,https://pokeapi.co/api/v2/pokemon-species/599/
600,600,klang,Klang,https://pokeapi.co/api/v2/pokemon-species/600/
601,601,klinklang,Klinklang,https://pokeapi.co/api/v2/pokemon-species/601/
602,602,tynamo,Tynamo,https://pokeapi.co/api/v2/pokemon-species/602/
603,603,eelektrik,Eelektrik,https://pokeapi.co/api/v2/pokemon-species/603/
604,604,eelektross,Eelektross,https://pokeapi.co/api/v2/pokemon-species/604/
605,605,elgyem,Elgyem,https://pokeapi.co/api/v2/pokemon-species/605/
606,606,beheeyem,Beheeyem,https://pokeapi.co/api/v2/pokemon-species/606/
607,607,litwick,Litwick,https://pokeapi.co/api/v2/pokemon-species/607/
608,608,lampent,Lampent,https://pokeapi.co/api/v2/pokemon-species/608/
609,609,chandelure,Chandelure,https://pokeapi.co/api/v2/pokemon-species/609/
610,610,axew,Axew,https://pokeapi.co/api/v2/pokemon-species/610/
611,611,fraxure,Fraxure,https://pokeapi.co/api/v2/pokemon-species/611/
612,612,haxorus,Haxorus,https://pokeapi.co/api/v2/pokemon-species/612/
613,613,cubchoo,Cubchoo,https://pokeapi.co/api/v2/pokemon-species/613/
614,614,beartic,Beartic,https://pokeapi.co/api/v2/pokemon-species/614/
615,615,cryogonal,Cryogonal,https://pokeapi.co/api/v2/pokemon-species/615/
616,616,shelmet,Shelmet,https://pokeapi.co/api/v2/pokemon-species/616/
617,617,accelgor,Accelgor,https://pokeapi.co/api/v2/pokemon-species/617/
618,618,stunfisk,Stunfisk,https://pokeapi.co/api/v2/pokemon-species/618/
619,619,mienfoo,Mienfoo,https://pokeapi.co/api/v2/pokemon-species/619/
620,620,mienshao,Mienshao,https://pokeapi.co/api/v2/pokemon-species/620/
621,621,druddigon,Druddigon,https://pokeapi.co/api/v2/pokemon-species/621/
622,622,golett,Golett,https://pokeapi.co/api/v2/pokemon-species/622/
623,623,golurk,Golurk,https://pokeapi.co/api/v2/pokemon-species/623/
624,624,pawniard,Pawniard,https://pokeapi.co/api/v2/pokemon-species/624/
625,625,bisharp,Bisharp,https://pokeapi.co/api/v2/pokemon-species/625/
626,626,bouffalant,Bouffalant,https://pokeapi.co/api/v2/pokemon-species/626/
627,627,rufflet,Rufflet,https://pokeapi.co/api/v2/pokemon-species/627/
628,628,braviary,Braviary,https://pokeapi.co/api/v2/pokemon-species/628/
629,629,vullaby,Vullaby,https://pokeapi.co/api/v2/pokemon-species/629/
630,630,mandibuzz,Mandibuzz,https://pokeapi.co/api/v2/pokemon-species/630/
631,631,heatmor,Heatmor,https://pokeapi.co/api/v2/pokemon-species/631/
632,632,durant,Durant,https://pokeapi.co/api/v2/pokemon-species/632/
633,633,deino,Deino,https://pokeapi.co/api/v2/pokemon-species/633/
634,634,zweilous,Zweilous,https://pokeapi.co/api/v2/pokemon-species/634/
635,635,hydreigon,Hydreigon,https://pokeapi.co/api/v2/pokemon-species/635/
636,636,larvesta,Larvesta,https://pokeapi.co/api/v2/pokemon-species/636/
637,637,volcarona,Volcarona,https://pokeapi.co/api/v2/pokemon-species/637/
638,638,cobalion,Cobalion,https://pokeapi.co/api/v2/pokemon-species/638/
639,639,terrakion,Terrakion,https://pokeapi.co/api/v2/pokemon-species/639/
640,640,virizion,Virizion,https://pokeapi.co/api/v2/pokemon-species/640/
641,641,tornadus,Tornadus,https://pokeapi.co/api/v2/pokemon-species/641/
642,642,thundurus,Thundurus,https://pokeapi.co/api/v2/pokemon-species/642/
643,643,reshiram,Reshiram,https://pokeapi.co/api/v2/pokemon-species/643/
644,644,zekrom,Zekrom,https://pokeapi.co/api/v2/pokemon-species/644/
645,645,landorus,Landorus,https://pokeapi.co/api/v2/pokemon-species/645/
646,646,kyurem,Kyurem,https://pokeapi.co/api/v2/pokemon-species/646/
647,647,keldeo,Keldeo,https://pokeapi.co/api/v2/pokemon-species/647/
700,700,sylveon,Sylveon,https://pokeapi.co/api/v2/pokemon-species/700/
862,862,obstagoon,Obstagoon,https://pokeapi.co/api/v2/pokemon-species/862/
863,863,perrserker,Perrserker,https://pokeapi.co/api/v2/pokemon-species/863/
864,864,cursola,Cursola,https://pokeapi.co/api/v2/pokemon-species/864/
865,865,sirfetchd,Sirfetchd,https://pokeapi.co/api/v2/pokemon-species/865/
866,866,mr-rime,Mr Rime,https://pokeapi.co/api/v2/pokemon-species/866/
867,867,runerigus,Runerigus,https://pokeapi.co/api/v2/pokemon-species/867/
899,899,wyrdeer,Wyrdeer,https://pokeapi.co/api/v2/pokemon-species/899/
900,900,kleavor,Kleavor,https://pokeapi.co/api/v2/pokemon-species/900/
901,901,ursaluna,Ursaluna,https://pokeapi.co/api/v2/pokemon-species/901/
902,902,basculegion,Basculegion,https://pokeapi.co/api/v2/pokemon-species/902/
903,903,sneasler,Sneasler,https://pokeapi.co/api/v2/pokemon-species/903/
904,904,overqwil,Overqwil,https://pokeapi.co/api/v2/pokemon-species/904/
979,979,annihilape,Annihilape,https://pokeapi.co/api/v2/pokemon-species/979/
980,980,clodsire,Clodsire,https://pokeapi.co/api/v2/pokemon-species/980/
981,981,farigiraf,Farigiraf,https://pokeapi.co/api/v2/pokemon-species/981/
982,982,dudunsparce,Dudunsparce,https://pokeapi.co/api/v2/pokemon-species/982/
983,983,kingambit,Kingambit,https://pokeapi.co/api/v2/pokemon-species/983/
